channelId,categoryTranslated,channelName,description,viewCount,subscriberCount,videoCount,publishedAt,language,country
UCtGevwCf3uTxgHlseUTZl8A,Praktische Tipps & Styling,Hanuma kocht - Hanumina kuhinja,"Hallo und Herzlich Willkommen auf meinem zweisprachigen Youtubekanal zum gleichnamigen Foodblog 'Hanuma kocht' - mit Rezepten aus meinen zwei Heimaten Österreich und Bosnien und Herzegowina und vielen anderen Ländern. Falls ihr auch mal ""Keine-Idee-Was-Ich-Kochen-Oder-Backen-Soll""-Tage habt, würde es mich freuen, wenn ihr hier Anregungen findet. Ich freue mich über jeden Abonnenten/jede Abonnentin und euer ""Gefällt mir"" bei Facebook. Das Ganze ist für euch kostenlos und unverbindlich!

Dobrodošli na mom dvojezičnom Youtubekanalu istoimenog foodbloga 'Hanuma kocht' - sa receptima iz moje dvije domovine Austrije i Bosne i Hercegovine i mnogih drugih zemalja. Ako vam se desi da ne znate šta da kuhate ili koji kolač da pripremite, bilo bi mi drago ako biste ovdje pronašli malo inspiracije. Radujem se svakoj pretplati mog kanala i vašem ""like""-u na Facebooku. Sve to je naravno besplatno i neobavezno.",8142695,39750,312,2014-11-01 19:22:44,de,AT
UCsXWkO9mnDxlfXVTk7ORKkg,Praktische Tipps & Styling,JurikoLovesHIM,"Stay beautiful and be yourself..
thats my sense of life.. ^^",10241460,39423,306,2008-05-12 14:01:42,en,AT
UCs91frO_jsnwsmLFLiPth8g,Spiele,Halid Arsajev,MEIN KANAL,1207827,39307,34,2016-01-24 01:42:05,de,AT
UCmLBmGKjSo0OvXsELS20ZzQ,Sport,HEAD Tennis,The official Youtube channel of HEAD Tennis. Keep up to date with the latest news on our players and products.,32634092,39253,451,2006-09-12 01:53:09,en,NULL
UCiSJ6U1W8S-ZIE_epQGUxrg,Tiere,Gut Aiderbichl,"„Auch wenn es gelänge, die Tiere vor uns zu schützen, wir hätten nichts erreicht. Erst wenn es gelingt, die Tiere nicht mehr schützen zu müssen, sind wir am Ziel. Dann haben wir etwas verändert: UNS!""

Michael Aufhauser, Gründer von Gut Aiderbichl

Unter diesem Motto betreibt Gut Aiderbichl 26 Gnadenhöfe in Österreich, Deutschland, der Schweiz und in Frankreich. Gut Aiderbichl ist eine Begegnungsstätte zwischen Mensch und Tier. Ein Zufluchtsort für Tiere, die sich in einer aussichtslosen Situation befanden. Mit Engagement kümmern sich unsere Mitarbeiter tagtäglich um die geretteten Tiere. Dabei machen wir keinen Unterschied, ob es sich um ein Pferd oder eine Taube handelt.  Ganz nach dem Motto: „Wir helfen Tieren!“",46056665,39192,370,2007-12-26 23:39:47,de,AT
UCUyaLBHiIRUm6isn1fj8nBA,Musik,Unantastbar,"""Knallhart unter die Haut"" heißt es im Song ""Rebellion"" der gleichnamigen Scheibe von Unantastbar. Treffender kann man die Südtiroler Band wohl nicht beschreiben. Authentische, aus dem Leben gegriffene Texte gepaart mit mitreißende Punkrock-Riffs; unaufhaltsam geradeaus, immer gegen den Mainstream und direkt in die Fresse! Frei nach dem Motto: Ein gerader Weg kann niemals Niederlage sein… 

Bereits seit 2004 sind Unantastbar unterwegs, um ausgehend von Brixen und Sterzing in Südtirol, verschiedenste Bühnen in Südtirol, Österreich, Deutschland, der Schweiz und Italien zu erobern.

Quelle: https://www.unantastbar.net",22958658,38956,59,2006-08-21 08:06:21,de,NULL
UCX4LZv-3LPjJfZobG-mYOwg,Spiele,DANNY ONLINE,"Pixel Gun 3D, Fortnite Mobile und viele weitere Mobile Games.

Vorschläge für neue Spiele sind gerne gesehen.

Viel Spaß auf meinem Kanal! :)

-----------------------------------------------

Impressum

Daniel Schwarz | Danny Online 
c/o Webedia Gaming GmbH
allyance
Cuvrystr. 3-4
10997 Berlin

E-Mail: impressum@jointheallyance.de
Telefon: +49 (0) 89 244 136 705
Web: www.jointheallyance.de

Inhaltlich Verantwortlicher gemäß § 5 TMG: Daniel Schwarz",8869876,38797,1095,2016-09-17 06:14:30,de,AT
UCrc23yNACCECe4Xi_59SRXg,Spiele,Karvon,"MORE GAMES

Auf diesem Kanal findet ihr sehr viele Unterschiedliche Spiele. Da ich seit ich auf dem PC Spiele schon immer gerne verschiedene Genres gespielt habe, möchte ich das hier auch so weiterführen. Von Simulatoren über Shooter, von MMORPGs bis zu Strategie. Natürlich aber auch Indietitel, Early Access, uvm.
Eines wird euch definitiv Geboten, Abwechslung.

MORE FUN

Da ich nicht erst seit gestern sondern genauer gesagt seit 28. Mai 2012 Videos hier auf dem Kanal produziere, ist es für mich am wichtigsten, dass wir Spaß haben. Während Livestreams oder im TS, egal wann und egal wo, die goldene Spaßregel gilt immer und jeder der hier zu Gast ist, soll Spaß haben. 

MORE KARVON

Karvon bin ich, 29 Jahre jung und spiele seit über 15 Jahren auf dem PC. Meine Konsolenzeit hatte seinen Höhepunkt mit der Playstation 1 damals. Ich freue mich auf euch und wünsch euch viel Spaß hier!",19517571,37845,6668,2011-08-31 18:39:19,de,AT
UCmEN5ZnsHUXIxgpLitRTmWw,Leute & Blogs,Investment Punk Academy by Gerald Hörhan,"Gerald Hörhan ist österreichischer Manager, Investor und Autor. Bekannt ist er vor allem unter dem Namen Investment Punk. 

Nach seinem Abschluss an der Harvard University, arbeitete er sowohl bei JP Morgan in New York, als auch bei McKinsey in Frankfurt. Neben seiner Tätigkeit als Investmentbanker und Immobilieninvestor gründete der Mathematik-Olympiaden-Sieger das Start-up ""Investment Punk Academy"".

Die Investment Punk Academy ist eine Plattform, die über Videos und Expertenchats finanzielles Wissen vermittelt. In kompakter und vor allem anwendbarer Form werden alle Grundlagen rund um das Finanzwesen verständlich und praxisnah erklärt. Wenn auch du finanziell unabhängig werden möchtest und dem Hamsterrad der Mittelschicht entkommen möchtest, besuche die Academy für weitere Informationen und werde noch heute Mitglied.  l http://investmentpunk.academy l

Sichere dir außerdem noch eines der letzten Tickets für unsere Seminare in Frankfurt, Wien oder Berlin! l http://goo.gl/Mxg2fO l",3193832,37437,197,2014-09-26 16:37:18,de,AT
UCKir47rhLuH1BMVsaZCJyVg,Comedy,Wiener Schmäh,"Früher war alles besser, vorallem der Humor.
Schon in frühen Kindertagen haben wir aus der Bibel gelesen: Love, to entertain you. Und als tief gläubige Menschen, haben wir uns das natürlich zu Herzen genommen.

»Seids nicht asozial und abonnierts!« -Michael Häupl

Impressum: http://www.wienerschmaeh.at/impressum/",5659126,37289,101,2012-11-27 15:23:15,de,AT
UC9ocp7VIQZbnVqrAr0qw1kQ,Leute & Blogs,Thug Life Austria,"Weadet Teil unsra Community und klickt auf ""Abonnieren"". Thug Life Austria ist eine österreichische Unterhaltungsgemeinschaft und bietet Österreichern die Möglichkeit, sich zu präsentieren. Auf Facebook sind wir mit knapp 350.000 Fans und auf Instagram mit über 55.000 Fans vertreten.  Falls du Interesse hast auf unserer Plattform zu landen, dann schreib uns auf FB od. Insta. Peace",4535376,37190,52,2016-03-31 22:38:33,de,AT
UC-Lh5siLMDIswOVkGXnjv3Q,Autos,HillClimbFans,"Hill Climb Channel for PURE RACING SOUND - Here you'll get what you want
HillClimbFans is the biggest Hill Climb Community in Europe! We have the News, Pictures on the Website and awesome Videos on YouTube.
Thanks to all my subscribers and friends that watch, rate and comment my videos!!
Don't forget to SUBSCRIBE !!!! ;)",16992009,37116,526,2007-10-14 00:46:51,en,AT
UCho-XTOszUf8vxjy0bm20lA,Spiele,Moldran,"Video game enthusiast and live streamer. I love playing games and having fun. This channel is my collection of guides, gameplay footage, funny videos and stream highlights.",12062570,36796,444,2006-03-17 17:08:39,en,NULL
UCFZqUNzgHmoMyV4cYq5dRzw,Leute & Blogs,Kiki ́s World,"Willkommen auf dem offiziellen YouTube Channel von Kiki - Chiara Hölzl. Bekannt durch Germany's Next Topmodel und jetzt auch hier auf YouTube. Schminktipps, Interviews, Talk und jede Menge Spaß!",1321324,36530,22,2012-11-10 07:02:02,de,AT
UCDabOYhggx_yzcIYvy7Rszg,Film und Animation,Enes Akar,"JOJOJOJOJO FRIENDS WAS GEHT ABBBBB !!!!

AUF DIESEM KANAL WERDET IHR RICHTIG GEILE,LUSTIGE, INTERESSANTE VIDEOS SEHEN.

ICH WERDE AUF DIESEM KANAL FOLGENDE VIDEOS HOCHLADEN:

Gaming Videos, Vlogs, selten Pranks (wenn ich eine geile Idee habe), Verarschungsvideos (z.B wie ich Apple verarsche), allgemein Comedy Videos, Reaction Videos. Real Talk Videos, Koch Videos und noch vieles mehr :D

ABONNIERT DIESEN KANAL UM RICHTIG GEILE VIDEOS ZU SEHEN !!!


FB: https://www.facebook.com/VanilleDonut

Geschätliche Anfragen: optheorien17@gmail.com",472668,36240,12,2015-03-19 18:34:17,de,AT
UC359wleIfcwqYlckk9vexiA,Leute & Blogs,Anita Girlietainment VLOG,"Hallöchen! Ich bins Anita, vom Channel Anita Girlietainment und hier gibts auf meinem VLOG-Kanal immer wieder Videos aus meinem Leben :)

♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥

FAQ:

Meine eigenen Pferde: 
Escada - Haflingerstute
Rubinesca - Bayrisches WB/Oldenburgerstute
Rubjen - Oldenburgerwallach (selbstgezogen)
Rubielle - Oldenburgerstute (selbstgezogen)

Land: Österreich

INSTAGRAM: https://www.instagram.com/anita_girlietainment_official/
FACEBOOK: https://www.facebook.com/AnitaGirlietainment/
SNAPCHAT: girlietainment

Für Post:
Anita Girlietainment
Daumegasse 1
A-1100 Wien
Österreich



Meine Kamera: 
VLOG: http://tinyurl.com/anitaskamera
Spiegelreflex: http://tinyurl.com/anitaskamera2
Actioncam (zum Ausreiten, Springen ect): http://tinyurl.com/anitasactioncam


Mein Schnittprogramm:
http://tinyurl.com/schnittprogramm
(günstigere Version von meinem jetzigen)",3071935,35971,359,2016-04-29 18:38:55,de,AT
UCSmcuJoeLoUx3iXQmmKqttQ,Praktische Tipps & Styling,VEIBZ,"Lifestyle, Gesundheit, Trends, Fashion, Boulevard, Unterhaltsames, Beauty, Food",14330104,35352,838,2016-12-26 11:01:18,de,AT
UCBJQB24UDjQo9f5xr6mSgdg,Spiele,Minefilms,"✘✘✘Minefilms? ■ Uploadzeiten?! ✘✘✘
✔Minecraftserien, Filme & Kurzfilme
✔Jeden Freitag um 15Uhr!
►◄►Hey Leute! Ich bin Minefilms (früher p90fb100). Schon seit über 3 Jahren produziere ich hier auf meinem Kanal verschiedenste Minecraft Filme & Serien. Besonders wichig sind mir die Ideen und die Kritiken meiner Community, den nur so kann ich mich verbessern!◄►◄
►◄►Du willst die Filme nicht nur ansehen, sondern auch mithelfen, diese zu produzieren? Gerne!  Ob Skinmacher, Grafiker, Musiker, Darsteller oder Skriptschreiber ihr könnt mir gerne einige eurer Arbeiten zusenden. Wer weiß, vielleicht landet  eines eurer Werke mal auf meinem Kanal.
►◄►Du willst mir eine Frage stellen oder einfach nur mal schreiben? Mein Skypeaccount heißt „p90fb100-officel“
►◄►Immer auf dem neusten Stand der Dinge bleiben? Folg mir doch auf Twitter & Facebook!
Viel Spaß auf meinem Kanal!   
                                                   ✘Minefilms (Thomas)",7495998,35347,240,2011-02-20 18:40:53,de,AT
UCiujQuzd_13hCALnYwx71cQ,Unterhaltung,Petutschnig Hons aus Schlatzing,"Bauer Petutschnig Hons ist ein vollbiologischer Agragökonom aus der kleinen Weltmetropole Schlatzing in Kärnten, Österreich. 

Mit seinen 140 000 Facebook Fans, über 6,5 Millionen Youtube Clicks und über 300 Live Auftritten mit seinen Kabarett - Progammen, begeistert Österreichs beliebtester Bauer sowohl online als auch live. Die englische Version seines Videos ""Milch gegen Red Bull"" hat ihm mit über einer Dreiviertelmillion Aufrufen Fans auf der ganzen Welt - allen voran in Amerika - eingebracht.
Ebenso beliebt sind seine kritischen Videos gegen Politiker. So hat er u.a. HC Strache, Werner Faymann, Sebastian Kurz und sonstige Politiker der SPÖ ÖVP FPÖ und der Grünen aufs Korn genommen. 

 https://www.facebook.com/pages/Petutschnig-Hons-aus-Schlatzing/208293739344850

Jetz gibts auch einen Online - Shop wo man schöne Modeartikel vom Hons kaufen kann schau auf: https://www.honstyle.com

https://www.instagram.com/petutschnighons/",7598762,35113,137,2013-05-10 12:28:57,de,AT
UChImwmytehS5SmlqMkXwoEw,Bildung,Military History not Visualized,"This channel features Military History and is a support channel to Military History Visualized (my primary channel). This channel focuses more on experiences, museum trips, military equipment and personal delivery. 

Sources for this video are usually academic books or sometimes primary sources and are linked/referenced in the description of each video.

“A good speech should be like a woman's skirt; long enough to cover the subject and short enough to create interest.” - Winston Churchill 

FAQ: http://militaryhistoryvisualized.com/faq/

»» Educational Background ««
Master of Arts in History from the University of Salzburg (Austria)
Bachelor and Master of Science in Computer Science from the University of Salzburg (Austria)
Internship at the Military Research Institute (Militärgeschichtliches Forschungsamt) in Potsdam (Germany)",1648773,34683,52,2015-12-09 10:33:13,en,AT
UC7HiEBoX9AoTH2VLuaES_sQ,Comedy,SlamDank,"memes for 420  time kek
if you want to send us your memes, send them on facebook check out our meme archive on our homepage",1272541,33217,17,2016-06-27 16:40:18,en,AT
UCfKvtZz4S46SQv_TVRbHA2A,Autos,agropictures,"Agropictures ist Spezialist für die Erstellung professioneller Imagefilme, Produktvideos, Werbetrailer und Veranstaltungsvideos. Der thematische Schwerpunkt liegt im Bereich der Land- und Forstwirtschaft, sowie der Industrie.",24899791,31825,164,2007-11-26 18:22:10,de,AT
UC4jjt8olXbJ1CLX45B_fQVw,Film und Animation,Warbase | Star Wars,"Hier gibt es Star Wars Technik, Theorien und Geschichten für euch!
Möge die Macht mit euch sein!


Impressum

Lukas Wohlmuth Warbase | Star Wars
c/o Webedia Gaming GmbH
allyance
Cuvrystr. 3-4 Wichtig! KEINE Fanpostadresse!
10997 Berlin

E-Mail: impressum@jointheallyance.de
Telefon: +49 (0) 89 244 136 705
Web: www.jointheallyance.de


Inhaltlich Verantwortlicher gemäß § 5 TMG: Lukas Wohlmuth",5934993,31306,113,2013-05-13 07:35:10,de,AT
UCjDHpSN4Y3TEQFTc7hlz-_g,Musik,stuermerchristina,,16435114,31165,97,2008-03-08 11:03:44,de,NULL
UCM24osfJ8hhmP-IF2H5Cxtw,Leute & Blogs,lifestylena,,688197,30977,45,2013-07-10 11:23:05,de,AT
UCTtdKjl1r3TXNGZIaoiGqxQ,Unterhaltung,OrgiTV,Orgi TV auf YouTube!,10654167,30760,148,2008-10-16 13:53:22,de,AT
UCN13BO0Bbv6fiEgBOmnsR2w,Leute & Blogs,ChrisViral,"Hey there,
I'm Chris and I create all kinds of original videos:

▫ Daily VLOGs (on my vlog channel)
▫ Original Music
▫ Ridiculous Experiments
▫ Build Videos & Tutorials
▫ Documentaries
▫ Acrobatics, Tricking & Weightlifting Videos
& more

I love to strive for 100%! I work my ass off to create meaningfull content, so if you like it, please support me with your likes, comments, feedback and shares.
It really means a lot to me! :)

If you want a channel history, check out the UPDATES Playlist and watch the Upgrade Sections of my weekly VLOGs.

Thanks for your visit, enjoy! ❤",7488697,30458,748,2010-05-01 03:15:36,en,AT
UC-_blCWAg33JreNhzIzHftg,Unterhaltung,Alibaba,Nur ein Typ mit zu viel Fantasie und Zeit.,4221989,30374,92,2015-10-10 17:37:01,de,AT
UC7rsTyg8ZPcxnMEpnjSmtuw,Autos,TomTour,"TomTour?

Hey Leute! Ich bin Thomas, 21 Jahre und möchte euch gerne meine persönlichen Highlights rund ums Motorrad fahren zeigen.
Seit ich 15 war, fahre ich schon Mottorad bzw. Moped. Schon damals faszinierten mich diese zweirädrigen Gefährte. Jetzt möchte ich mich hier auf dem Kanal noch etwas intensiver mit meinem Hobby befassen und das beste in Videos zusammenfassen.

Motorrad Touren, Moto Vlogs, Motorrad Guide, Motorrad Topguide und anderes werdet ihr hier erwarten können.

Solltet ihr Ideen für Touren, Tests oder Verbesserungsvorschläge haben, dann immer her damit!
Ich versuch dann auch einiges umzusetzen und bin auch bereit in den Kommentaren zu diskutieren und über Wunschthemen ein Video zu erstellen.

Immer auf dem neusten Stand der Dinge bleiben? Folg mir doch auf Twitter & Facebook!

Viel Spaß auf meinem Kanal ✘Thomas",4077860,30142,225,2015-07-12 13:07:53,de,AT
UCeFTkz2pCD0fhbmqQk0Timg,Tiere,MouseAgility,"Hi! I'm Marina from Austria/Europe and a pioneer of clicker training mice. With this channel I want to show you how intelligent and trainable mice really are. All mice in my videos are trained using positive reinforcement only.

More info on my mice and their training: http://zinzanclements.com/trick-mousing/

For licensing requests please email Viral Spiral: contact@viralspiralgroup.com",12322201,30140,59,2009-01-09 06:21:04,en,NULL
UCYiW4ArUE9Wno0yYQt_8uOA,Praktische Tipps & Styling,diybook,"diybook ist für waschechte Heimwerker und solche die zum Selbermacher werden wollen.

Wolltest Du immer schon mal wissen wie man etwas selber machen kann, dann bist Du hier genau richtig. Denn auf diesem Kanal findest Du alle Videos zu unseren ausführlich beschriebenen Artikeln unserer Webseiten (diybook.at, diybook.de, diybook.ch). 

diybook steht für ""do-it-yourself"" mit Fokus aufs Bauen & Renovieren.

Let's get it done!",17855276,29845,238,2011-12-11 13:20:08,de,AT
UCb6wajqRSg_0DB5B3rZr8tA,Spiele,Mards,I make Videos i guess.,4659713,29538,144,2013-11-12 19:31:08,en,AT
UC0KBVF3fc43Y2EzZyY5PQOQ,Leute & Blogs,Johanna Natalie,"Hallo :)  Mein Name ist Johanna und komme aus Wien. Ich gehe noch zur Schule, liebe es aber mit euch meinen Alltag zu teilen und generell Videos zu drehen!

Ich hoffe sehr, dass dir meine Videos gefallen & du dich auf meinem Kanal wie Zuhause fühlst♡
Hab noch einen schönen Tag! ☀︎


Für geschäftliche Anfragen: johanna.natalieyt@gmail.com",2107845,28748,127,2016-01-16 16:50:14,de,AT
UCOx_nr2JNoS8UP2HDoSkViA,Leute & Blogs,مأكولات بنت الفرات Sara's Kitchen,"السلام عليكم 
 واهلا بكم في قناة مأكولات بنت الفرات Saras’kitchen هنا تجدون حلويات العربيه والغربيه بااسهل الطرق وطيبه جدا ومجربه ومضمونه طبعا 👌🏻أدعوكم  للاشتراك في القناة بالضغط ع الزر الاحمر abonne  Subscrib اشتركي لتشجعي ع أعطاء المزيد والجديد وللاستمرار ايضا وليصلك كل جديد من القناة 
تنورون 👍🏻👌🏻 

!Guten Tag
.Ich wünsche, dass mein Kanal Ihnen gefällt
!Wenn es Ihnen gefallen hat bitte ich Sie den Kanal zu abonnieren
.Und hinterlassen Sie ein Like oder ein Kommentar
Ich bin offen für alle Fragen
 Herzlich Willkommen meine Lieben",2927128,28443,325,2016-01-23 11:31:24,ar,AT
UCmXtCIqUHsr-dHI0gcQpRgw,Unterhaltung,WordAttack88,"""The purpose of art is washing the dust of daily life off our souls."" - Pablo Picasso

Facebook: https://www.facebook.com/wordattack
Instagram: https://instagram.com/wordattack88
Deviantart: http://jw2011.deviantart.com/gallery/
My Site: http://www.wordattack.net (german)

SHOP Link: https://shop.spreadshirt.at/madmarker

Contact: desolation@gmx.at",5161283,27547,571,2008-09-12 19:54:46,en,AT
UCIIDxEbGpew-s46tIxk5T3g,Wissenschaft & Technik,RCSchim,"FPV since 2008 and honest reviews around RC related tech stuff (like actioncams). I'm uploading high quality vids once a week - make sure to subscribe and also visit my sites (HANGAR-Blog and Facebook) to get additional infos...
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ → http://goo.gl/szFJv 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣  (best way to support me!)
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝
(¯`·.¸¸.·´¯`·.¸¸.-RCSchim-.¸¸.·´¯`·.¸¸.·´¯)
╔════╡SOCIAL Media╞════════
║ ►FACEBOOK: http://goo.gl/O3e7l
║ ►INSTAGRAM: http://bit.ly/2kDGLfs
║ ►TWITTER: http://bit.ly/2msl4D1 
║ ►BLOG: http://RCSCHIM.blogspot.com",13738439,27422,618,2007-04-16 13:59:45,en,AT
UCLw3bSS53BX6IlldR2MnIPQ,Spiele,Raegwyn Soloing,"Raegwyn vs everything

This channel is a part of the Machinima Network",14646377,27392,128,2006-12-11 19:13:11,en,NULL
UCHMSjWtSGeyFBdbH2w0hNoA,Spiele,Knosti,"Hallohallo, ich bins der Knosti und ich habe Spaß an YouTube und will EUCH mit Daily Vlogs daran teilhaben lassen ;)

Auf meinem Kanal findet ihraußerdem alles was mir Bock macht.
-Daily Vlogs
-Kleine lustige Lets Plays
-Real Life Videos
-Reise V-Logs
uvm.

Klick dich doch mal rein und entscheide ob du ein Teil vom Kanal werden möchtest :)

Falls du noch Fragen hast, melde dich einfach bei einem meiner SocialMedia Kanäle. Ich lese ALLES :D

Knosti",3825763,26756,683,2010-11-24 20:00:10,de,AT
UCVXOzzCTLGTgc9iDWCYDg7g,Unterhaltung,Nancy,"Willkommen auf meinem Kanal!

Ich spezialisiere mich auf diesem Kanal auf alle Themen und besonders auf die, die ich leidenschaftlich verfolg.
Wir sind eins und halten zusammen.

Für Kooperationen und Kontakt: bakirabu07@gmail.com
Ich freu mich von euch zu hören!

Mit lieben Grüßen,

Eure Nancy Abu Rahmeh",1606879,26703,14,2016-01-08 23:47:50,de,AT
UCP85lOPV49YpHV_DwSjEQhA,Leute & Blogs,Diana Diamanta VLOGS & More,"Täglich neue Daily Vlogs über unser tägliches Familienleben mit 4 Kindern, Hund und Katze und vieles mehr.
Wir wohnen im wunderschönen Österreich und bei uns seht ihr das echte Leben auch wenn es manchmal chaotisch zugeht da ich noch nebenbei als selbstständige Grafik-Designerin arbeite. 


💎 D I A N A   D I A M A N T A 💎  
Meilensteine:
                    1. Video – 25.04.2015
     500 Abonnenten – 07.03.2016
  1.000 Abonnenten – 27.04.2016
  5.000 Abonnenten – 16.01.2017
10.000 Abonnenten – 01.07.2017
15.000 Abonnenten – 06.11.2017
20.000 Abonnenten – 18.02.2018

IMPRESSUM:
diego5 studios 
z.Hd. Diana Diamanta
Lehárgasse 7
1060 Wien",6389385,26667,865,2009-01-02 17:49:14,de,AT
UCqZbaCh83GIbRyrgpg3yWVw,Spiele,Cruse,"Was geht ihr FORTNITE FANS da draußen! :D

Mein Name ist Cruse und ich bin Fortnite Streamer und Youtuber ;)
Wenn du Bock auf geile Streams und Videos hast, bist du hier genau richtig!

Wir übernehmen ab heute gemeinsam die deutsche Youtube-Szene :D

Mein Teamspeak: cruse.ts3-hosting.me",1454267,26617,177,2015-01-17 16:04:24,de,AT
UCSfvGOlLP8DpLvAmtjuB30Q,Leute & Blogs,Ivana P,"Cao svima i dobro dosli na moj kanal!
Na mome kanalu mozete da nadjete razne tipove videa. Pocev od najnovijih noviteta, koje treba tek da se pojave u  prodaji, koje cu vam predstavljati kroz moje Haul videe, pa do beauty, lifestile, fashion videa...
P.S Veliki sam ljubitelj  Balea i Essence proizvoda tako da cete dosta i od tih proizvida i noviteta saznati  sta vam dolazi na trzistu.
Nadam se da cemo se lepo druziti.

Statistika prijavljenih:
1.K - 25/12/2015
2.K- 28/01/2016
3.K - 10/02/2016
4.K - 20/02/2016
5.K- 02/03/2016
6.K - 17/03/2016
7.K - 08/04/2016
8.K - 15/05/2016
9.K - 12/06/2016
10.K - 7/07/2016
11.K- 22/07/2016
12.K - 21/08/2016
13.K-19/09/2016
14.K - 29/09/2016
15.K - 23/10/2016
16K - 07/12/2016
17K - 22/01/2017
18K - 22/03/2017
19K - 07/06/2017
20K - 16/07/2017
21K - 27.08.2017
22K - 04.10.2017
23K - 24.10.2017
24K - 08.12.2017
25K - 02.03.2018
26K - 12.06.2018

- Current location - Österreich (Wien)

- Business mail; leoniemarie.lmp@gmail.com",5255097,26166,315,2015-01-20 08:25:33,sr,AT
UClv1a5m4SwqqBmdqj9DXaDA,Autos,DMKSPROD,DMKSPROD: Creator of Military Themed Videos and Compilations.,13559296,25837,152,2013-06-28 19:01:25,en,AT
UChAfRiWP0vFCrQbLRfuCA-A,Leute & Blogs,Martin Sellner GI,"I'm an identitarian activist, blogger and Co-Leader of the Identitarian Movement in Austria. On this channel I will upload english videos to give you my identitarian view on different issues.

Here you find my german-speaking channel: https://www.youtube.com/channel/UCZ8uFo1RKSgEg-od3Yu10Pw

I've been blocked on:
Patreon:  https://www.patreon.com/VlogIdentitaer?ty=h
Gofundme:  https://www.gofundme.com/VlogID-Level2
PayPal: https://goo.gl/9APHhQ

You can support me here:
http://martin-sellner.at/unterstuetzen-2/",1471398,25501,130,2013-05-16 10:34:20,en,NA
UCKUOpuPE4FBn4MkAp-7j4Yw,Unterhaltung,Guenta K,GUENTA K. BEST OF,1200897,25275,87,2010-03-07 13:37:03,de,AT
UCNOz5fA8mm2xKa5CJ39DDoA,Leute & Blogs,SkillerZbraZ,"Jo Leute wir sind Nici,Michi,Flo wenn du behinderte Videos feierst bist du auf diesem Kanal genau richtig.. :)
Lass n Abo da Yo 

Snapchat: Skillerzbraz 
Insta: michigerm , flogerm , nici_mag",52516,25011,5,2015-11-22 18:20:07,de,AT
UCWxHBAt9uD7pGQ10PywjDaQ,Spiele,Andy Edition,"Hallo ihr lieben, ich bin Andy Edition!
Auf meinen Youtube Kanal berichte ich über News und die Story von Destiny und Destiny 2
Das Game von Bungie und Activision hat mich sehr gefesselt schon seit beginn bin ich ein großer Fan.
Aber zwischendurch wird es auch mal Videos zu anderen Videospielen von mir geben. 

Lets plays findet ihr auf meinen zweit Kanal: Andy Edition Gaming

Wenn ihr Fragen an mich habt könnt ihr diese gerne unter meinen Videos schreiben. 
Ich freue mich über jeden Abonnenten und versuche mir mühe mit meinen Videos zu geben.
Ich bedanke mich herzlich bei jeden Abonnenten für die super Unterstützung bei jedem meiner Desitny Videos.
Viel Spaß´mit meinen Kanal :)",3012225,24919,235,2014-08-15 23:25:56,de,AT
UCdEDl4jGVeftxeBXTP3BSZQ,Leute & Blogs,IMAN TV,"Wir begrüßen euch recht herzlich zu der IMAN YouTube-Seite und hoffen auf euer Interesse und euren Support durch zukünftige, unterhaltsame und kreative Aufklärung über den Islam. IMAN bildet eine Gemeinschaft aus einer Gruppe von jugendlichen Muslimen, die sich zur Aufgabe gemacht hat, ihren Mitmenschen den Islam zu entfremden und diese edle Botschaft ans Herz zu legen.

„Und aus euch soll eine Gemeinde werden, die zum Guten einlädt und das gebietet, was rechtens ist, und das Unrecht verbietet; und diese sind die Erfolgreichen.“ [Qur’an - Kapitel 3 Vers 104]",3420293,24860,73,2014-08-18 19:40:44,de,AT
UCHMwYRJy2r6yie5zkJIyL-g,Musik,TuXe,"Hi my name is Ivan G. Kobler, Youtuber/Music Producer/DJ.
I am from Austria Europe.
I like to produce Dubstep, Trap, DNB, EDM, Music.
Request/Business inquiries: tuxe99@gmail.com",3463700,24856,56,2010-05-31 21:22:42,en,AT
UCHTEUndyXzIyCb_ESiZG3MQ,Leute & Blogs,MamaBirdie,"Mein Name ist Anna, zweifach Jungsmama aus Österreich. Seit dem 20. Juni 2014 bin ich Mama von Kai und am 24. Oktober 2016 erblickte Ben das Licht der Welt. Auf MamaBirdie findet ihr Tipps & Tricks rund ums Mama sein und Vlogs aus meinem Mama-Alltag. Des Weiteren zeige ich euch Sachen die wir gekauft haben und gerne benutzen. Es gibt jeden Montag um 19:00 Uhr ein neues Video!",7222456,24001,542,2013-09-27 20:08:29,de,AT
